id,name,average,usersrated,number of comments,complexity votes,average complexity,year published,min player number,max player number,min play time,max play time,expected play time,minimum age limit,category,mechanism,game designer,publisher,url
296151,Viscounts of the West Kingdom,7.84247,9668,1505,425,3.4565,2020,1,4,60,90,90,12,Medieval,"Variable Player Powers // Hand Management // Deck, Bag, and Pool Building // End Game Bonuses // Solo / Solitaire Game // Area Majority / Influence // Modular Board // Rondel // King of the Hill // Set Collection",S J Macdonald // Shem Phillips,Fever Games // CMON Global Limited // Lord of Boards // MEEPLE // Mosaico Jogos // Primigenio // Renegade Game Studios // Schwerkraft-Verlag // TLAMA games // White Goblin Games // Lavka Games // Portal Games // Reflexshop // Garphill Games // Pixie Games // 株式会社ケンビル (KenBill) // Banana Games // Yayoi The Dreamer,https://boardgamegeek.com/xmlapi2/thing?id=296151&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
103885,Star Wars: X-Wing Miniatures Game,7.63487,25019,4097,1154,2.4957,2012,2,2,30,45,45,14,Collectible Components // Miniatures // Bluffing // Wargame // Movies / TV / Radio theme // Aviation / Flight // Science Fiction,Variable Player Powers // Movement Template // Simultaneous Action Selection // Line of Sight // Critical Hits and Failures // Simulation // Dice Rolling // Action Queue // Player Elimination,Jay Little,Peliko Oy // Wargames Club Publishing // cutia.ro // Galakta // Heidelberger Spieleverlag // Martinex // Giochi Uniti // Korea Boardgames // Edge Entertainment // Galápagos Jogos // Stratelibri // Hobby World // Fantasy Flight Games,https://boardgamegeek.com/xmlapi2/thing?id=103885&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
265188,Glen More II: Chronicles,7.90213,8231,1349,299,3.0134,2019,2,4,90,120,120,12,Economic // City Building // Territory Building // Farming,Market // Grid Movement // Commodity Speculation // Tile Placement // Turn Order: Time Track // Set Collection,Matthias Cramer,Super Meeple // GateOnGames // Engames // Delirium Games // Funtails // Lavka Games // Korea Boardgames // Rebel Sp. z o.o. // Broadway Toys LTD,https://boardgamegeek.com/xmlapi2/thing?id=265188&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
148949,Istanbul,7.54324,31386,4579,1125,2.5822,2014,2,5,40,60,60,10,Economic,Network and Route Building // Pick-up and Deliver // Worker Placement // Race // Contracts // Modular Board // Grid Movement // Dice Rolling // Variable Set-up,Rüdiger Dorn,"Swan Panasia Co., Ltd. // Piatnik // White Goblin Games // Alderac Entertainment Group // Portal Games // 2 Pionki // Hobby Japan // Devir // Matagot // Asterion Press // Pegasus Spiele // Grow Jogos e Brinquedos // Hobby World // Lex Games // Albi",https://boardgamegeek.com/xmlapi2/thing?id=148949&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
249259,War Chest,7.85185,10050,1564,252,2.3016,2018,2,4,30,30,30,14,Abstract Strategy // Medieval // Wargame,"Team-Based Game // Variable Player Powers // Hand Management // Deck, Bag, and Pool Building // Delayed Purchase // Area Majority / Influence // Hexagon Grid // Turn Order: Claim Action // Grid Movement",Trevor Benjamin // David Thompson (I),nostalgia (III) // Gigamic // Popcorn Games // Schwerkraft-Verlag // Alderac Entertainment Group // CrowD Games // YOKA Games // Lucky Duck Games // Maldito Games // MTS Games // Ghenos Games // Abraxas,https://boardgamegeek.com/xmlapi2/thing?id=249259&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
240980,Blood on the Clocktower,8.3379,5441,1271,206,3.034,2022,6,20,30,120,120,15,Party Game // Bluffing // Horror // Murder/Mystery // Deduction,Team-Based Game // Variable Player Powers // Hidden Roles // Betting and Bluffing // Roles with Asymmetric Information // Negotiation // Voting // Rock-Paper-Scissors // Prisoner's Dilemma // Deduction,Steven Medway,Funtails // Bumble3ee Interactive // The Pandemonium Institute,https://boardgamegeek.com/xmlapi2/thing?id=240980&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
244522,That's Pretty Clever!,7.57229,24480,3349,573,1.8656,2018,1,4,30,30,30,8,Number // Dice,Paper-and-Pencil // Solo / Solitaire Game // Highest-Lowest Scoring // Re-rolling and Locking // Dice Rolling,Wolfgang Warsch,"YellowBOX // Swan Panasia Co., Ltd. // Brain Games // Compaya.hu: Gamer Café Kft. // Arclight Games // Kaissa Chess & Games // Schmidt Spiele // Stronghold Games // Lavka Games // Devir // Korea Boardgames // G3 // CMYK // Lautapelit.fi // Vennerød Forlag AS // 999 Games",https://boardgamegeek.com/xmlapi2/thing?id=244522&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
82222,Xia: Legends of a Drift System,7.85909,10027,2262,375,3.176,2014,3,5,60,180,180,12,Space Exploration // Adventure // Fighting // Transportation // Exploration // Science Fiction,Variable Player Powers // Pick-up and Deliver // Roll / Spin and Move // Action Points // Race // Modular Board // Tile Placement // Grid Movement // Dice Rolling // Map Addition,Cody Miller,Maldito Games // Far Off Games // Lavka Games,https://boardgamegeek.com/xmlapi2/thing?id=82222&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
233867,Welcome To...,7.53551,30954,4065,600,1.8367,2018,1,100,25,25,25,10,City Building,Simultaneous Action Selection // Paper-and-Pencil // Solo / Solitaire Game // Bingo // Contracts // Pattern Building,Benoit Turpin,Dude Games // Kaissa Chess & Games // Deep Water Games // Gém Klub Kft. // Pegasus Spiele // Jumping Turtle Games // sternenschimmermeer // Engames // Rebel Sp. z o.o. // Broadway Toys LTD // Fever Games // Lord of Boards // Ludofy Creative // SD Games // REXhry // Blue Cocker Games // GateOnGames // Lautapelit.fi // Lifestyle Boardgames Ltd,https://boardgamegeek.com/xmlapi2/thing?id=233867&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
329082,Radlands,7.85045,10377,1752,242,2.2479,2021,2,2,20,40,40,14,Fighting // Card Game // Science Fiction,Variable Player Powers // Hand Management // Action Points // Take That // Action Queue,Daniel Piechnick,Grimspire // Lotus Frog Games // Lavka Games // Roxley // Geekach Games // Galápagos Jogos // Maldito Games // Gém Klub Kft. // Rawstone // Lucky Duck Games // CoolPlay // TLAMA games,https://boardgamegeek.com/xmlapi2/thing?id=329082&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
209418,Dominion (Second Edition),7.83757,10126,1248,221,2.1538,2016,2,4,30,30,30,14,Card Game // Medieval,"Hand Management // Deck, Bag, and Pool Building // Delayed Purchase // Take That // Open Drafting // Variable Set-up",Donald X. Vaccarino,Laguna // Feelindigo // Conclave Editora // Giochi Uniti // Hobby Japan // Devir // IUVI Games // Korea Boardgames // Delta Vision Publishing // Games Factory // Rio Grande Games // 999 Games,https://boardgamegeek.com/xmlapi2/thing?id=209418&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
235802,Too Many Bones: Undertow,8.68407,3330,575,129,4.031,2018,1,2,60,180,180,12,Fantasy // Dice // Fighting // Adventure,"Variable Player Powers // Cooperative Game // Deck, Bag, and Pool Building // Tech Trees / Tech Tracks // Solo / Solitaire Game // Die Icon Resolution // Minimap Resolution // Stat Check Resolution // Dice Rolling // Turn Order: Role Order // Role Playing",Adam Carlson // Josh J. Carlson,Lucky Duck Games // Chip Theory Games // Gameland 游戏大陆 // Frosted Games,https://boardgamegeek.com/xmlapi2/thing?id=235802&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
54043,Jaipur,7.48668,51669,8237,1752,1.4623,2009,2,2,30,30,30,10,Economic // Card Game,Score-and-Reset Game // Market // Hand Management // Hidden Victory Points // Set Collection // Open Drafting,Sébastien Pauchon,Esdevium // Lord of Boards // cutia.ro // KADABRA // Kaissa Chess & Games // Hobby Japan // Korea Boardgames // Siam Board Games // Galápagos Jogos // Rebel Sp. z o.o. // GameWorks SàRL // Gém Klub Kft. // Space Cowboys // Boardgame Space // Yes Papa Games // ADC Blackfire Entertainment,https://boardgamegeek.com/xmlapi2/thing?id=54043&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
294484,Unmatched: Cobble & Fog,7.98209,7526,899,111,1.964,2020,2,4,20,40,40,9,Novel-based // Fighting // Card Game // Horror // Fantasy,Campaign / Battle Card Driven // Team-Based Game // Variable Player Powers // Hand Management // Action Points // Point to Point Movement // Player Elimination // Card Play Conflict Resolution,Chris Leder // Justin D. Jacobson // Rob Daviau // Kevin Rodgers,Restoration Games // Ogry Games // White Goblin Games // Fantasmagoria // Mancalamaro // Geekach Games // Mandoo Games // Buró // Reflexshop // TCG Factory // YOKA Games // IELLO // Lucky 6ix // Mondo Games // GaGa Games // Albi,https://boardgamegeek.com/xmlapi2/thing?id=294484&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
43111,Chaos in the Old World,7.66152,15648,3174,930,3.1989,2009,3,4,60,120,120,13,Fighting // Mythology // Wargame // Horror // Fantasy,Variable Player Powers // Hand Management // Action Points // Events // Area Movement // Take That // Area Majority / Influence // Dice Rolling // Role Playing,Eric M. Lang,Galakta // Heidelberger Spieleverlag // Nexus Editrice // Hobby Japan // Edge Entertainment // Fantasy Flight Games,https://boardgamegeek.com/xmlapi2/thing?id=43111&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
9609,War of the Ring,7.77732,10695,3057,1418,3.8456,2004,2,4,120,120,120,12,Novel-based // Fighting // Adventure // Wargame // Territory Building // Fantasy,Campaign / Battle Card Driven // Hand Management // Action Points // Area Movement // Events // Area Majority / Influence // Dice Rolling,Roberto Di Meglio // Marco Maggi // Francesco Nepitello,Galakta // Heidelberger Spieleverlag // Sophisticated Games // Nexus Editrice // Fantasy Shop // Devir // Red Glove // Ares Games // Asmodee // Tilsit // Phalanx Games B.V. // Fantasy Flight Games,https://boardgamegeek.com/xmlapi2/thing?id=9609&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
380607,Great Western Trail: New Zealand,8.62612,3204,520,191,3.9424,2023,1,4,75,150,150,12,Economic // Animals,"Hand Management // Deck, Bag, and Pool Building // Solo / Solitaire Game // Track Movement // Set Collection // Ownership // Variable Set-up",Alexander Pfister,Yayoi The Dreamer // Galápagos Jogos // Rebel Sp. z o.o. // Ediciones MasQueOca // Ghenos Games // Zvezda // eggertspiele,https://boardgamegeek.com/xmlapi2/thing?id=380607&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
350184,Earth,7.69192,14142,2459,490,2.8816,2023,1,5,45,90,90,13,Educational // Environmental // Animals // Card Game,Team-Based Game // Victory Points as a Resource // Hand Management // Follow // End Game Bonuses // Solo / Solitaire Game // Contracts // Tile Placement // Pattern Building // Variable Set-up // Tags,Maxime Tardif,Geronimo Games // Ludofun // Board Game Rookie // リゴレ (rigoler) // Tabletop KZ // Maldito Games // Gém Klub Kft. // Ігромаг // Rawstone // Lucky Duck Games // CoolPlay // MINDOK // Skellig Games // Yellowstar Games // Inside Up Games,https://boardgamegeek.com/xmlapi2/thing?id=350184&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
337627,Voidfall,8.57886,3619,972,609,4.6256,2023,1,4,90,240,240,15,Economic // Civilization // Space Exploration // Science Fiction,Variable Player Powers // Cooperative Game // Command Cards // Hand Management // Events // Solo / Solitaire Game // Hexagon Grid // Modular Board // Area-Impulse // Grid Movement,Nigel Buckle // Dávid Turczi,Super Meeple // Portal Games // CrowD Games // Quality Beast // YOKA Games // Rozum // Maldito Games // Skellig Games // Mindclash Games,https://boardgamegeek.com/xmlapi2/thing?id=337627&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
188920,This War of Mine: The Board Game,7.77234,13146,2492,470,3.3149,2017,1,6,45,120,120,18,Adventure // Exploration // Mature / Adult // Modern Warfare // Video Game Theme,Variable Player Powers // Cooperative Game // Worker Placement // Action Points // Events // Scenario / Mission / Campaign Game // Simulation // Solo / Solitaire Game // Storytelling // Push Your Luck // Grid Movement // Dice Rolling // Role Playing // Narrative Choice / Paragraph,Jakub Wiśniewski // Michał Oracz,"MYBG Co., Ltd. // Galakta // 11 bit studios // CrowD Games // Edge Entertainment // Elznir Games // Galápagos Jogos // Pendragon Game Studio // Summon Games // Ares Games // Asmodee // Awaken Realms // Albi",https://boardgamegeek.com/xmlapi2/thing?id=188920&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
325494,ISS Vanguard,8.61579,4306,1398,250,3.66,2022,1,4,90,120,120,13,Space Exploration // Miniatures // Adventure // Exploration // Science Fiction,Variable Player Powers // Cooperative Game // Scenario / Mission / Campaign Game // Solo / Solitaire Game // Storytelling // Dice Rolling // Open Drafting // Narrative Choice / Paragraph,Andrzej Betkiewicz // Paweł Samborski // Marcin Świerkot // Krzysztof Piskorski,Awaken Realms // Albi // Ігромаг // Delta Vision Publishing // MeepleBR // Pegasus Spiele,https://boardgamegeek.com/xmlapi2/thing?id=325494&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
283355,Dune,7.9438,8742,1800,394,3.9949,2019,2,6,120,180,180,14,Novel-based // Political // Bluffing // Wargame // Negotiation // Fighting // Science Fiction,Alliances // Variable Player Powers // Bribery // Map Deformation // Force Commitment // Predictive Bid // Area Movement // Take That // Roles with Asymmetric Information // Area Majority / Influence // Negotiation // Card Play Conflict Resolution // Auction/Bidding,Jack Kittredge // Bill Eberle // Peter Olotka,"Gale Force Nine, LLC",https://boardgamegeek.com/xmlapi2/thing?id=283355&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
104162,Descent: Journeys in the Dark (Second Edition),7.61568,25296,4281,1166,3.2144,2012,1,5,120,120,120,14,Fighting // Miniatures // Adventure // Fantasy // Exploration,Team-Based Game // Movement Points // Variable Player Powers // Multiple Maps // Cooperative Game // Hand Management // Line of Sight // Action Points // Scenario / Mission / Campaign Game // Role Playing // Solo / Solitaire Game // Modular Board // Stat Check Resolution // Grid Movement // Dice Rolling // Once-Per-Game Abilities // Map Addition,Daniel Clark (I) // Corey Konieczka // Kevin Wilson // Adam Sadler,Wargames Club Publishing // Galakta // Arclight Games // Heidelberger Spieleverlag // Giochi Uniti // Edge Entertainment // Delta Vision Publishing // Hobby World // ADC Blackfire Entertainment // Fantasy Flight Games,https://boardgamegeek.com/xmlapi2/thing?id=104162&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
258779,Planet Unknown,7.8281,8647,1469,246,2.2073,2022,1,6,60,80,80,10,Industry / Manufacturing // Space Exploration // City Building // Territory Building // Science Fiction // Puzzle,Variable Player Powers // Network and Route Building // Simultaneous Action Selection // Hidden Victory Points // Grid Coverage // Events // Square Grid // Tech Trees / Tech Tracks // Sudden Death Ending // Tile Placement // Pattern Building // Rondel // Turn Order: Progressive // Map Addition // Open Drafting // Tags,Adam Rehberg // Ryan Lambert,"Joy Town Games // Origames // Boardgame Mall // Engames // Fox in the Box // Portal Games // CrowD Games // Geekach Games // Adam's Apple Games, LLC // Gém Klub Kft. // Pendragon Game Studio // Maldito Games // Strohmann Games",https://boardgamegeek.com/xmlapi2/thing?id=258779&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
10630,Memoir '44,7.53522,30198,7225,2378,2.2746,2004,2,8,30,60,60,8,World War II // Miniatures // Wargame,Campaign / Battle Card Driven // Movement Points // Team-Based Game // Hand Management // Line of Sight // Grid Movement // Scenario / Mission / Campaign Game // Simulation // Area Majority / Influence // Die Icon Resolution // Hexagon Grid // Modular Board // Command Cards // Dice Rolling // Variable Set-up,Richard Borg,ADC Blackfire Entertainment // Edge Entertainment // Days of Wonder,https://boardgamegeek.com/xmlapi2/thing?id=10630&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
339789,Welcome to the Moon,7.97289,6571,933,155,2.4968,2021,1,6,25,30,30,10,City Building // Science Fiction,Simultaneous Action Selection // Paper-and-Pencil // Scenario / Mission / Campaign Game // Bingo // Race // Solo / Solitaire Game // Pattern Building // Narrative Choice / Paragraph,Alexis Allard // Benoit Turpin,Blue Cocker Games // SD Games // Engames // Jumping Turtle Games // REXhry // Gém Klub Kft. // Pegasus Spiele // Lifestyle Boardgames Ltd,https://boardgamegeek.com/xmlapi2/thing?id=339789&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
